0.100000, 0.096573
0.200000, 0.186517
0.300000, 0.270073
0.400000, 0.347398
0.500000, 0.418614
0.600000, 0.483846
0.700000, 0.543246
0.800000, 0.597005
0.900000, 0.645362
1.000000, 0.688598
1.100000, 0.727032
1.200000, 0.761012
1.300000, 0.790902
1.400000, 0.817072
1.500000, 0.839889
1.600000, 0.859707
1.700000, 0.876861
1.800000, 0.891666
1.900000, 0.904409
2.000000, 0.915352
2.100000, 0.924731
2.200000, 0.932755
2.300000, 0.939610
2.400000, 0.945458
2.500000, 0.950441
2.600000, 0.954684
2.700000, 0.958293
2.800000, 0.961360
2.900000, 0.963966
3.000000, 0.966179
3.100000, 0.968056
3.200000, 0.969649
3.300000, 0.970999
3.400000, 0.972143
3.500000, 0.973113
3.600000, 0.973935
3.700000, 0.974630
3.800000, 0.975219
3.900000, 0.975718
4.000000, 0.976139
4.100000, 0.976496
4.200000, 0.976797
4.300000, 0.977052
4.400000, 0.977267
4.500000, 0.977449
4.600000, 0.977602
4.700000, 0.977731
4.800000, 0.977840
4.900000, 0.977931
5.000000, 0.978008
5.100000, 0.978072
5.200000, 0.978126
5.300000, 0.978171
5.400000, 0.978208
5.500000, 0.978240
5.600000, 0.978265
5.700000, 0.978286
5.800000, 0.978303
5.900000, 0.978317
6.000000, 0.978328
6.100000, 0.978337
6.200000, 0.978344
6.300000, 0.978349
6.400000, 0.978353
6.500000, 0.978355
6.600000, 0.978357
6.700000, 0.978357
6.800000, 0.978357
6.900000, 0.978356
7.000000, 0.978355
7.100000, 0.978353
7.200000, 0.978351
7.300000, 0.978349
7.400000, 0.978346
7.500000, 0.978343
7.600000, 0.978340
7.700000, 0.978336
7.800000, 0.978333
7.900000, 0.978329
8.000000, 0.978326
8.100000, 0.978322
8.200000, 0.978318
8.300000, 0.978314
8.400000, 0.978310
8.500000, 0.978306
8.600000, 0.978302
8.700000, 0.978298
8.800000, 0.978294
8.900000, 0.978290
9.000000, 0.978285
9.100000, 0.978281
9.200000, 0.978277
9.300000, 0.978273
9.400000, 0.978269
9.500000, 0.978264
9.600000, 0.978260
9.700000, 0.978256
9.800000, 0.978252
9.900000, 0.978248
10.000000, 0.978243
10.100000, 0.978239
10.200000, 0.978235
10.300000, 0.978230
10.400000, 0.978226
10.500000, 0.978222
10.600000, 0.978218
10.700000, 0.978213
10.800000, 0.978209
10.900000, 0.978205
11.000000, 0.978201
11.100000, 0.978196
11.200000, 0.978192
11.300000, 0.978188
11.400000, 0.978184
11.500000, 0.978179
11.600000, 0.978175
11.700000, 0.978171
11.800000, 0.978166
11.900000, 0.978162
12.000000, 0.978158
12.100000, 0.978154
12.200000, 0.978149
12.300000, 0.978145
12.400000, 0.978141
12.500000, 0.978136
12.600000, 0.978132
12.700000, 0.978128
12.800000, 0.978124
12.900000, 0.978119
13.000000, 0.978115
13.100000, 0.978111
13.200000, 0.978106
13.300000, 0.978102
13.400000, 0.978098
13.500000, 0.978093
13.600000, 0.978089
13.700000, 0.978085
13.800000, 0.978081
13.900000, 0.978076
14.000000, 0.978072
14.100000, 0.978068
14.200000, 0.978063
14.300000, 0.978059
14.400000, 0.978055
14.500000, 0.978050
14.600000, 0.978046
14.700000, 0.978042
14.800000, 0.978038
14.900000, 0.978033
15.000000, 0.978029
15.100000, 0.978025
15.200000, 0.978020
15.300000, 0.978016
15.400000, 0.978012
15.500000, 0.978007
15.600000, 0.978003
15.700000, 0.977999
15.800000, 0.977994
15.900000, 0.977990
16.000000, 0.977986
16.100000, 0.977982
16.200000, 0.977977
16.300000, 0.977973
16.400000, 0.977969
16.500000, 0.977964
16.600000, 0.977960
16.700000, 0.977956
16.800000, 0.977951
16.900000, 0.977947
17.000000, 0.977943
17.100000, 0.977938
17.200000, 0.977934
17.300000, 0.977930
17.400000, 0.977925
17.500000, 0.977921
17.600000, 0.977917
17.700000, 0.977912
17.800000, 0.977908
17.900000, 0.977904
18.000000, 0.977899
18.100000, 0.977895
18.200000, 0.977891
18.300000, 0.977886
18.400000, 0.977882
18.500000, 0.977878
18.600000, 0.977873
18.700000, 0.977869
18.800000, 0.977865
18.900000, 0.977860
19.000000, 0.977856
19.100000, 0.977852
19.200000, 0.977847
19.300000, 0.977843
19.400000, 0.977839
19.500000, 0.977834
19.600000, 0.977830
19.700000, 0.977826
19.800000, 0.977821
19.900000, 0.977817
20.000000, 0.977812
20.100000, 0.977808
20.200000, 0.977804
20.300000, 0.977799
20.400000, 0.977795
20.500000, 0.977791
20.600000, 0.977786
20.700000, 0.977782
20.800000, 0.977778
20.900000, 0.977773
