0.100000 1.00 0.00 0.00
0.200000 1.00 0.00 0.00
0.300000 0.99 0.01 0.00
0.400000 0.99 0.01 0.00
0.500000 0.99 0.01 0.00
0.600000 0.99 0.01 0.00
0.700000 0.99 0.01 0.00
0.800000 0.98 0.02 0.00
0.900000 0.98 0.02 0.00
1.000000 0.98 0.02 0.00
1.100000 0.98 0.02 0.00
1.200000 0.98 0.02 0.00
1.300000 0.97 0.03 0.00
1.400000 0.97 0.03 0.00
1.500000 0.97 0.03 0.00
1.600000 0.97 0.03 0.00
1.700000 0.97 0.03 0.00
1.800000 0.96 0.04 0.00
1.900000 0.96 0.04 0.00
2.000000 0.96 0.04 0.00
2.100000 0.96 0.04 0.00
2.200000 0.96 0.04 0.00
2.300000 0.95 0.04 0.00
2.400000 0.95 0.05 0.00
2.500000 0.95 0.05 0.00
2.600000 0.95 0.05 0.00
2.700000 0.95 0.05 0.00
2.800000 0.94 0.05 0.00
2.900000 0.94 0.06 0.00
3.000000 0.94 0.06 0.00
3.100000 0.94 0.06 0.00
3.200000 0.94 0.06 0.00
3.300000 0.93 0.06 0.00
3.400000 0.93 0.07 0.00
3.500000 0.93 0.07 0.00
3.600000 0.93 0.07 0.00
3.700000 0.92 0.07 0.00
3.800000 0.92 0.07 0.00
3.900000 0.92 0.07 0.00
4.000000 0.92 0.08 0.00
4.100000 0.92 0.08 0.00
4.200000 0.91 0.08 0.01
4.300000 0.91 0.08 0.01
4.400000 0.91 0.08 0.01
4.500000 0.91 0.09 0.01
4.600000 0.91 0.09 0.01
4.700000 0.90 0.09 0.01
4.800000 0.90 0.09 0.01
4.900000 0.90 0.09 0.01
5.000000 0.90 0.09 0.01
5.100000 0.90 0.10 0.01
5.200000 0.89 0.10 0.01
5.300000 0.89 0.10 0.01
5.400000 0.89 0.10 0.01
5.500000 0.89 0.10 0.01
5.600000 0.89 0.11 0.01
5.700000 0.88 0.11 0.01
5.800000 0.88 0.11 0.01
5.900000 0.88 0.11 0.01
6.000000 0.88 0.11 0.01
6.100000 0.88 0.11 0.01
6.200000 0.87 0.12 0.01
6.300000 0.87 0.12 0.01
6.400000 0.87 0.12 0.01
6.500000 0.87 0.12 0.01
6.600000 0.86 0.12 0.01
6.700000 0.86 0.12 0.01
6.800000 0.86 0.13 0.01
6.900000 0.86 0.13 0.01
7.000000 0.86 0.13 0.01
7.100000 0.85 0.13 0.01
7.200000 0.85 0.13 0.01
7.300000 0.85 0.13 0.01
7.400000 0.85 0.14 0.02
7.500000 0.85 0.14 0.02
7.600000 0.84 0.14 0.02
7.700000 0.84 0.14 0.02
7.800000 0.84 0.14 0.02
7.900000 0.84 0.14 0.02
8.000000 0.84 0.15 0.02
8.100000 0.83 0.15 0.02
8.200000 0.83 0.15 0.02
8.300000 0.83 0.15 0.02
8.400000 0.83 0.15 0.02
8.500000 0.83 0.15 0.02
8.600000 0.82 0.16 0.02
8.700000 0.82 0.16 0.02
8.800000 0.82 0.16 0.02
8.900000 0.82 0.16 0.02
9.000000 0.81 0.16 0.02
9.100000 0.81 0.16 0.02
9.200000 0.81 0.17 0.02
9.300000 0.81 0.17 0.02
9.400000 0.81 0.17 0.02
9.500000 0.80 0.17 0.02
9.600000 0.80 0.17 0.03
9.700000 0.80 0.17 0.03
9.800000 0.80 0.18 0.03
9.900000 0.80 0.18 0.03
10.000000 0.79 0.18 0.03
10.100000 0.79 0.18 0.03
10.200000 0.79 0.18 0.03
10.300000 0.79 0.18 0.03
10.400000 0.79 0.19 0.03
10.500000 0.78 0.19 0.03
10.600000 0.78 0.19 0.03
10.700000 0.78 0.19 0.03
10.800000 0.78 0.19 0.03
10.900000 0.77 0.19 0.03
11.000000 0.77 0.19 0.03
